title,desc,link,country
"NanYouJiaYu——""Introducing Ancient Ceramic Culture to School"" Project Based on Virtual Reality Technology","You may have never noticed the striking fact that, of the 40 million artefacts in China's museums, merely 5% of them are on display, while at the same time, of the 249 million children in China, more than 100 million from rural areas have never ever got",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121032462175772,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",China
Discover Moscow,"Discover Moscow is a joint project by the Department of Education and Science, the Department of Cultural Heritage and the Department of Information Technologies of Moscow. Interactive showplace guides contain descriptions of more than 2 thousand buildin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115727575797291,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content","Moscow,"
"e-Enabling, e-Engaging & e-Empowering Transgender Community through Radio in Bangladesh","BNNRC has been implemented the project for empowering, voicing & connecting Transgender community through resilience, awareness on the rights. The radios are broadcasting altogether 142 hours program per day on information, education, local entertainment",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115831778385018,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",Bangladesh
Digital Transformation Center,Digital Transformation Center (DigiCenter) is a project unit of the Digital Solutions for Sustainable Development Program (DSSD). It is implemented by the German Development Cooperation (GIZ). The purpose of the DigiCenter is to support digital transform,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16122163593945285,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content","Kigali,"
Mobile App for the Elimination of Gender Based Violence,"It was proposed to develop a mobile application (App) for victims of GBV in Mauritius which will be operational 24 hour, seven days a week. In line with international experiences, such App serve to increase Victim’s Safety by providing the right platform",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115946523583986,Category 17 — AL C10. Ethical dimensions of the Information Society,Mauritius
Missing and Found Pets Search Service,Missing and found pets search service is the first citywide project in Russia for searching for missing pets launched on the official portal of the Moscow Mayor mos.ru . The service can be accessed both by those who have lost their pet and those who have,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115865028146396,Category 17 — AL C10. Ethical dimensions of the Information Society,"Moscow,"
COVID19 emergency response: Venezuelan Migrants,"""Since Covid 19 started, Fundación Abba Colombia is developing a key work in frontline response; Together with national authorities the organization is helping and providing aid to migrants Venezuelan families who have been affected during COVID19 in the",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106129177121722,Category 17 — AL C10. Ethical dimensions of the Information Society,Colombia
Minors Relations Management System,"Minors Relations Management System (MRMS)is one of the digital Transformation Initiatives of the General Authority for Minors Affairs focusing on providing Social ,Financial ,legal ,Investment , real estate  as well as care and guidance services  for Min",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112298685334682,Category 17 — AL C10. Ethical dimensions of the Information Society,"Qatar,"
Digital Community Center Project,"Digital Community Center (DCC) is a learning center for community to use and take advantage of digital technology. With the intention to reduce inequality, create economic and social value through digital technology. Its target groups are all groups of p",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16045588332512297,Category 17 — AL C10. Ethical dimensions of the Information Society,Thailand
Construction of gender in the commercial television advertising discourse of Cubavisión Internacional,"This research characterizes the construction of gender in the commercial advertising discourse present in the exchange programming of the Cuban television channel Cubavisión Internacional (CVI), during the year 2019, from a qualitative perspective. The M",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121893091997992,Category 17 — AL C10. Ethical dimensions of the Information Society,Cuba
Charitable Fundraising Service of Moscow,"Charitable Fundraising Service is a project of the Moscow Government dedicated to the development of the charitable initiatives within the city. The project has become the first instrument to allow making donations at the official Moscow Mayor web-site,",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16087990875410159,Category 17 — AL C10. Ethical dimensions of the Information Society,"Moscow,"
CONNECT & STOP VIOLENCE - You can save lives with one click,"In France, at 2019, XXIst Century, over 200’000 women live with a violent consort, 94’000 women victims of rape or attempted rape, 4 million of people victims of incest, 1.2 M of women victims of sexist injuries and one in three employees claims to have",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115900474551174,Category 17 — AL C10. Ethical dimensions of the Information Society,France
Click Wisely Campaign: Online Public Awareness on Internet Safety and Security,"Click Wisely Campaign: Online Public Awareness on Internet Safety and Security takes a holistic approach on awareness and education on Internet safety and security by promoting a shared culture of responsibility with families, schools, industry, governme",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114803726187871,Category 17 — AL C10. Ethical dimensions of the Information Society,Malaysia
Apprise Audit,"""As the COVID-19 pandemic has disrupted supply chains around the world, stakeholders have been engaging the Apprise Audit team to discuss potential modifications to the application as they adapt and adjust its operational usage in the evolving circumstan",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16105447593232442,Category 17 — AL C10. Ethical dimensions of the Information Society,Bangladesh
"""Let's be Friends!"" Project","""Let's be Friends!"" is forming an institution of mentoring orphans, children left without parental care and in difficult life situation. Participants can choose one of options for participation: - social volunteering (tutoring, labor volunteering, organi",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121785239905356,Category 17 — AL C10. Ethical dimensions of the Information Society,"Moscow,"
"#SíHayExpertas. Commitment to promote gender equality in panels, conferences and publications.","Women's participation brings countless benefits: innovation, creativity, productivity, growth, peacemaking and social spillovers. That is why the voice of female experts needs to be heard in all public forums, particularly in the digital ecosystem. Howe",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114305313428474,Category 17 — AL C10. Ethical dimensions of the Information Society,Latin America and the Caribbean
INNOLABO,"INNO-LABO is a medical analysis laboratory solution designed primarily to help laboratories organize the various tasks necessary for performing analyzes. The solution takes into account the entire process of biological analysis, that is to say from patie",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116069779953876,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Algeria
Household Water Treatment and Safe Storage Knowledge Base,"CAWST’s Household Water Treatment and Safe Storage (HWTS) Knowledge Base is an interactive, user-friendly, web-based resource centre and mobile app that provides access to open content, downloadable HWTS education, and training resources. Most resources",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113499928000081,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,International
Hive-Tech,"3Bee targets small, medium and large beekeepers. By now, the largest part of them is located in Italy, but the plan is to expand to Europe.   The network that has been created is made up of a big variety of realities, ranging from very small family busin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16120939047010591,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Belgium
Epidemiological Surveillance 4.0,"The main objective of epidemiological surveillance systems is to detect epidemics early, collecting and analyzing information that allows political decision-makers and health professionals to design the corresponding control and monitoring strategies. Th",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115247461934287,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,"San Luis province,"
Emirati School Smart Learning Ecosystem,"The MOE has embarked on an innovative and ambitious project of defining and implementing a complete ecosystem for education, which will target all administrative, teaching and learning activities, and will also include employees, students and parents. Th",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114809087249505,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,United Arab Emirates
Descriptive Paragraph Facility in Virtual Reality Rehabilitation and Biofeedback System,"In the current era, Virtual Reality (VR) technology is widely used in the field of home-based rehabilitation. Besides that, biofeedback system including electroencephalogram (EEG), electromyogram (EMG) and electrocardiogram (ECG) are employed to keep tra",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112144622564668,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,"Melaka,"
"China Mobile 5G wireless network energy-saving technology research, development and large-scale application","As the world’s largest mobile communications operator, China Mobile’s total power consumption of 2G/3G/4G base stations in 2018 exceeded 14 billion kWh. Because of 5G involves Massive MIMO, high bandwidth, and high transmission power, the power consumpti",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113973174816748,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,China
COVID-19 Knowledge and Data Hub,"Only a few hours after WHO announced the COVID-19 as PHEIC in the morning of 31 Jan. 2020 in Beijing time, we (CCIT/CCLH-CAST and IGSNRR/CAS) started the joint action to establish a platform on COVID-19 knowledge and database system based on the hub meth",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16105270942332918,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,China
“Be a Donor - Donate Plasma”,"""The service is intended for all citizens who have been recovered from the novel coronavirus disease, COVID-19, caused by the virus SARS-CoV-2, and who can donate their blood plasma, so as to help in the treatment of newly infected patients. Convalescent",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16111547342892053,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Serbia
Abu Dhabi Data,"AD Data is an Open Data Platform designed for creating value added services to the Emirate’s Citizens and Residents unlocking potential economic value of inaccessible government data. It has gathered momentum in a short span garnering 630K+ views, 100K d",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115642264156164,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,International
Girls and Women Priority Involvement in Scientific Research Initiative,"The main goal of this initiative is to provide access for girls and women to participate in research and to acquire and apply skills and knowledge. The objective of this initiative is to involve girls and women in research in the field of ICT, as well as",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16111495595839767,Category 14 — AL C7. ICT applications: benefits in all aspects of life — E-science,Russian Federation
Mwajuma Simama!,"As children and young adults in Tanzania are forced to stay home after the National schools closure to prevent the spread of the novel Coronavirus (Covid-19), there are now more subjected to frequent harassment and abuse from their family members and nei",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106404631391887,Category 16 — AL C9. Media,United Republic of Tanzania
ICT.Moscow - an open platform about digital technologies in Moscow,"ICT.Moscow (https://ict.moscow/) is an open platform about digital technologies in Moscow. The platform is the base for building a fuller picture of the technology market development in the city and outside it. It is a convenient information, service and",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115736022207147,Category 16 — AL C9. Media,International
G-Taw Zagar Wyne Podcast (Myanmar First Feminists Podcast),"Objective: To amplify women and girls voices through podcast  According to the 2014 Myanmar national census report, women and girls make up more than half of the country’s total population. However, women’s positions in media, politics and leadership rol",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16118399595340579,Category 16 — AL C9. Media,Myanmar
"Fighting against Misinformation, Disinformation and Mal-information through Community Radio in Bangladesh (Revised)","Fighting against misinformation, disinformation and mal-information through fact checking become important challenge in rural Bangladesh.  The goal of the initiative is Empowering Community People Promoting Access to Reliable and Timely Information throu",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116348604308900,Category 16 — AL C9. Media,Bangladesh
Government Media Analytics Service,This is one of the Government shared services that is offered to ministries and government departments in order to enable them to listen to and analyze any public eContent over the internet. There are 170 million resources including all social media plat,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115881791642937,Category 16 — AL C9. Media,International
Digital awareness program: Towards Digital Journalism,"“Towards Digital Journalism” program, implemented by the “E-Gov Development Center”, aims at eliminating the impact of misinformation and data pollution on digital services, bridging the digital divide in society, increasing digital literacy, and ensurin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110470701389150,Category 16 — AL C9. Media,Azerbaijan
Culture.ru,"Culture.ru is a unique project about Russian cultural and historical heritage. This is cultural, entertaining and educating media. There is no other similar project of this type in Russia. The idea of Culture.ru is to make culture interesting and excitin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110509831242316,Category 16 — AL C9. Media,Russian Federation
Exhibition of the Era of 5G and the Internet of Things,"“The Era of 5G and the Internet of Things” is an exhibition about science, technology, and application of the 5th generation of the mobile network(5G) and the Internet of Things (IoT). The exhibit explains the scientific foundation, technology developmen",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121763687863511,Category 16 — AL C9. Media,China
Bangladesh NGOs Network for Radio and Communication,"COVID-19 in SDGs: Adaptation Priority - Objectives & Broadcast Contents through Community Radio & Community Visual Radio in Bangladesh ""Bangladesh NGOs Network for Radio and Communication (BNNRC) has been struggling for the last 20 years for opening up a",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106978320825507,Category 16 — AL C9. Media,Bangladesh
CMHS Radio Caibarién | La Voz de la Villa Blanca,"This project has as a general objective: to inform, to spread the material and immaterial culture, the history and the human values of the municipality of Caibarien, Cuba and the World. Among the results achieved, the most valuable is the condition of Ch",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16077823660883007,Category 16 — AL C9. Media,International
Integrated waste management software,"Due to the importance of recyclable waste segregation in environmental protection and reduce urban management costs, in collaboration with waste management organization of Mashhad municipality and private sector, ICT organization of Mashhad municipality",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113295896439984,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,"City of Mashhad,"
Comprehensive system of passive defense and severe crisis management,"The wide range of issues of crisis management and passive defense, given the facilities available in the country, has made development a priority for the city to help in widespread crises. This system is one of the methods of operations research (such as",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115201634888051,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Iran (Islamic Republic of)
FIE20: Groundwater and meteo sensors,The FIE 20 solution utilizes weather forecast and weather model data for visualization of weather forecast on given locality for 7- and 14-days period. It provides visualization of weather model data corrected by measurements to provide information about,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16116574305661996,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Czech Republic
Digital Approcahes to Risilience and Adaptation in Jamaica (DARAJA Project),The proposed solution will be a new climate resilience and adaptation methodologies and technologies to improve climate risk management and COVID19 responses  in Jamaica through this program.,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110560775679747,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Jamaica
A voice-based community media platform to support rural and low-income communities in dealing with the fallout from COVID-19,"""Our technology solution empowers hard-to-reach communities (low literacy, rural, without internet) for combating COVID-19 through Awareness building, countering misinformation, seeking community  feedback, self-assessment survey and guidance and grievan",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110584768637945,Category 16 — AL C9. Media,India
Huawei & RFCx Nature Guardian Project,"Deforestation accounts for 15%-20% of Global Greenhouse Gas (GHG) emissions, while Illegal logging causes 50%-90% of deforestation worldwide. In response to this global challenge, Huawei has worked together with Rainforest Connection (RFCx) to apply clou",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115924676080035,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Bolivia
B2Climate,Forests sequester carbon and produce oxygen. This makes forests a defender of climate and humankind. That’s why tree planting projects are becoming a priority in international climate policy. Because  the concentration of CO2 in the atmosphere continues,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121246541915366,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Eastern Europe
Carbon Footprint Calculator,Carbon Footprint Calculator is an application that allows users to calculate their individual carbon dioxide emissions into the Earth's environment. Users take quizzes about their activities and the app provides statistics about their carbon footprint. I,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117369292385401,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Bulgaria
Al Nawras,“Al Nawras” is a flight permission and scheduling system and the first aviation approval online system in the Middle East; completely developed and led in-house by women staff members of the Information Systems Directorate in the Ministry (MTT). The proj,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112045204869966,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,International
4G/5G collaborative intelligent energy-saving management,"The power consumption of a single 5G station is about 4 times that of a single 4G station. With the expansion of 5G network construction scale, the energy consumption problem of communication network equipment has become increasingly prominent. As one of",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114815879601965,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,China
“Digital region”,"“Digital region” is an ecosystem of 20+ digital solutions, divided into three main product lines: “security”, “manageable city” and “comfortable urban environment”. Currently, we have implemented some 750+ digital products in 70+ regions of Russia. Safet",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16076883923010072,Category 12 — AL C7. ICT applications: benefits in all aspects of life — E-environment,Russian Federation
Kahramaa Mobile Application - Employee Section,"Qatar General Electricity & Water Corporation "" Kahramaa"" has made employee life much easier by providing most of human resources services in their hand. The aim is to increase the user experience by creating smarter solutions and automotive services. An",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117371534091032,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"Qatar,"
Hi-Potential Leadership Program - HiPo,"STC is a the major digital enabler in the Kingdom of Saudi Arabia, a true digital champion. We are driven by the desire to contribute to the realization of the country’s Vision 2030 through digital transformation. Our values and our everyday practice is",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16119121766569616,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Saudi Arabia
Inmarsat support for seafarers,"""To promote seafarer well-being Inmarsat has formalised a 50% discount for crew voice calling services for three months until the end of June. It is also ensuring that calls made to the SeafarerHelp service provided by welfare organisation ISWAN (Interna",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16108998254122802,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,International
GGateway for Outsourcing Information Technology,"A Palestinian full profit, private IT outsourcing company, and social enterprise is an innovative women-led impact business that maintains a high level of female beneficiaries aims to empower them to be able to transform their lives. GGateway market-driv",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115621550296946,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Palestine
Connect an Employee Initiative,"Connect an employee is an initiative developed by BOCRA to encourage Government, Parastatals and Private sector to connect their employees to residential broadband internet. This includes employers paying for monthly residential internet of their employe",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16122058208950379,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Botswana
Future Work Program,HRSD set a plan to utilize all the capabilities of the community by defining new types of jobs. The main characteristics of the new jobs should be resilient to human needs and utilize unused capabilities of society like handicapped and women. The first t,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115722026912861,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Saudi Arabia
“My Career” Specialized Employment Center,"""My Career"" is a social opportunities online space, uniting Moscow citizens, socially responsible organizations and industry experts. The center provides a whole range of services to all residents of Moscow. Residents can get assistance in finding vacanc",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121674386187128,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"Moscow,"
DevelopHer Salary Negotiaton Income Share Program,"""DevelopHer is a career development platform founded by Lauren Hasson that offers women in tech a repeatable, scalable framework to build their value, increase their earnings, and bridge the gender wage and opportunity gap.    Lauren launched DevelopHer",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121030384893088,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,United States of America
Digital tourist service RUSSPASS,"Digital tourist service RUSSPASS is a new online travel service for organizing travel in Russia designed for both residents of the country and foreign tourists. Residents from anywhere in Russia and in the world can easily plan their visit to Moscow, St.",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114366256777809,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",International
Comunidades Digitais (Digital Communities),"Digital Communities is a program of IBEBrasil that are running more than 10 years in the North of Rio de Janeiro, in rural and peripheral areas, in partnerships with public universities. This project foresee a Community Portal, that allows the community",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106325134797575,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",Brazil
Chingari,"Chingari is a fashion brand, we provide customers customize dresses, we send them a questionnaire online and by that we know their taste, we design the clothes for them according to that. We have launched 3 collections this year and we use e-commerce to",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16109783026243228,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",Pakistan
COVID-19: Education through Community Radio in Bangladesh,"BNNRC has been mobilizing all community radios for broadcasting awareness building programs on COVID-19: to protect lives and livelihoods since March 1, 2020  BNNRC has been working on COVID -19 covering with the following issues: 1. Animate CSOs, Govern",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115778750021249,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",Bangladesh
BINTI TEHAMA (GIRLS IN ICT),"One of the TCRA’s strategic objective is to coordinate implementation of National, Regional and International Sector commitments. As a member of International Telecommunication Union, TCRA has an obligation to commemorate International Girls In ICT Day w",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115508274916067,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",United Republic of Tanzania
"""ngabuburit online ""with the theme of Downloading Blessings of Ramadan""","""We went through this year's Ramadhan in a very different atmosphere from previous years, we had to find various ways so that the atmosphere of the fasting month this year was still felt, for that we present the event """"ngabuburit online with the theme o",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106249641733508,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content","Bojonegoro ,"
#PhilharmonicatHome #сфилармониейдома,"Starting from March 20, 2020, on a daily basis the Sverdlovsk Philharmonic's Digital Concert Hall broadcasts educational programs and concert recordings from its archive collection for free, from 13.00 to 17.00 (Philharmonic lessons, lectures, daytime fa",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16106232402596016,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",Russian Federation
The United Arab Emirates Telecommunications Regulatory Authority Initiatives in response to COVID-19,"""In the context of its role in supporting the government's precautionary efforts during COVID-19, the TRA launched several initiatives to enhance the ICT sector and ensure the safety of citizens, residents and visitors on the UAE territory. - Education a",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112263562783828,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,United Arab Emirates
National Implementation of the Financial Inclusion Initiative in China,"National Implementation of the Financial Inclusion Initiative in China is a three-year action plan (2018-2020) jointly established by the world bank （WB）and China Academy of Information and Communications Technology（CAICT） at the end of 2017, aiming at d",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112210980171296,Category 2 — AL C2. Information and communication infrastructure,"Yu county，Hebei,  CHINA,"
Arab Culture and Arts Network,"Arab Culture and Arts Network, was established during the Corona pandemic crisis at the initiative of cultural activists with the aim of networking individuals and cultural and artistic institutions, for the sake of cultural solidarity, and creating a li",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110496844949562,"Category 15 — AL C8. Cultural diversity and identity, linguistic diversity and local content",Asia and Pacific
NATIONAL REGISTRATION AND IDENTIFICATION SYSTEM (NRIS) OF MALAWI,"Project Goal: To ensure a permanent and continuous national registration and identification system is established in Malawi Project output: Design, establish and manage the necessary systems, infrastructure and equipment for the National Registration and",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114325003310256,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,Malawi
"PortNet: ""National Single Window of Foreign Trade","Initiated in 2008 by the National Ports Agency (Port Authority in Morocco), PortNet is the result of a strategic alliance between port communities and international trade. It is a tool that is specific to the Moroccan Government which aims at implementin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115675930300354,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,Morocco
Interoperability Platform of the Public Administration,"The Interoperability Platform of the Public Administration (iAP) is a platform that enables the public administration to exchange data in an anonimous and secure way, providing an easy and integrated method of delivering digital multichannel services for",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115899412353983,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,Portugal
IFT´s Electronic One Stop Shop,"One of the most important initiatives of the regulatory improvement policy of IFT has been the design of the IFT´s Electronic One Stop Shop, which enables a digital contact point from IFT website that serves as the unique platform to attend the procedure",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112501958271642,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,Mexico
Jakarta Kini,"The JAKI platform plays an important role in the realization of a one-stop service for the Jakarta Provincial Government. The JAKI platform is able to integrate various services belonging to the Regional Government, Central Government, and Business Actor",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121992608128064,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,Indonesia
Itinerant counter,"The itinerant counter is a vehicle equipped with laptops and 4G connection, that roams the country, more precisely the rural and isolated areas, in order to provide the self-employed with all their needs in term of social security, and to meet their expe",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115781939888801,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,Algeria
Yielding Accomplished African Women,We are West Africa's first finance and technology talent accelerator. Yielding Accomplished African Women aims at erecting and delivering the largest community of African female developers and financial analysts who are passionate about using STEM to rev,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121700811637733,Category 4 — AL C4. Capacity building,Africa
Gram Panchayat Development Plan,"The Ministry of Panchayati Raj (MoPR), Government of India has been advocating for holistic rural development through the Panchayati Raj system. Panchayats(rural local bodies) have been mandated for the preparation of Panchayat Development Plan (PDP) for",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121113671951102,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,India
Women in Tech Russia,"Women in Tech® is an international organization with a double mission: to close the gender gap and to help women embrace technology. The organization focuses on 4 primary areas that are a call for action: Education, Entrepreneurialism, Social Inclusion,",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121887918603155,Category 4 — AL C4. Capacity building,Russian Federation
WIS APP,"WIS-EU is dedicated to fostering access to all levels of society for ALL through innovation and technology. WIS-EU, in partnership with the Center for Culture and Visual Communication of the Deaf Berlin / Brandenburg e.V. (ZFK) has been developing a mobi",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115617655937910,Category 4 — AL C4. Capacity building,International
Visualfy Places: Hearing Accessibility through Artificial Intelligence,"Visualfy Places is an artificial intelligence system that mimics the human sense of hearing, recognizing relevant sounds such as a fire alarm, a doorbell or a baby crying, among others, and translating them into visual and sensory alerts in any chosen co",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16113257984471011,Category 4 — AL C4. Capacity building,International
Talk to me,"An application developed for children with mute-deaf parents. Hearing children raised by deaf-mute parents, from the very moment of their birth, suffer from severe communication problems with their family or the society. Early on, there may be thoughts o",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115655701130029,Category 4 — AL C4. Capacity building,Georgia
The Women Empowerment Program in Technology,"""The WOMEN EMPOWERMENT PROGRAM in ICT sector is a national program providing opportunities for all, and particularly women, sits at the heart of our plan for digitizing the Kingdom.  Target audience: All women interested in technology, employees, student",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16118399858666891,Category 4 — AL C4. Capacity building,Saudi Arabia
Women In Tech Maldives,"Women In Tech Maldives (Women in Tech mv) is a non-profit organisation working to inspire, empower and celebrate women in Science and Technology.    We aim to accelerate the growth of women in science and technology by creating opportunities  that foster",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16117582465379732,Category 3 — AL C3. Access to information and knowledge,Maldives
The APT Training course on Artificial Intelligence and Big Data Analysis,"The APT Training Course on Artificial Intelligence and Big Data Analysis aims to help developing countries in the Asia-Pacific region build their ICT capabilities, facilitate their sustainable ICT talent development and improve their ICT development. Sin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16110414257050975,Category 4 — AL C4. Capacity building,Asia and Pacific
We Think Digital,"The We Think Digital campaign is aimed at sensitising internet users on online safety and digital literacy. Though the sessions, the various aspects of cyber security, namely know how about technology, responsible online behaviour and security tools and",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115549999483608,Category 4 — AL C4. Capacity building,India
